observation_id,sample_record_id,sample_name,source_site_id,latitude,longitude,coordinate_reference_system,h3_r6,state_or_ut_2011,district_2011,analysis_scope,analysis_sequence,source_analyzed_material,source_mineral_code,mineral_name_curated,mineral_ontology_material_id,parameter,parameter_class,chemical_name_curated,chemical_name_basis,component_element_material_ids_json,ontology_material_ids_json,source_value_text,numeric_value,measurement_status,measurement_qualifier,unit_source,unit_normalized,source_method_code_data_sheet,source_method_code_metadata_sheet,technique,instrument,laboratory,analytical_accuracy_source,reference_materials_json,detection_limit_reported,detection_limit_value,detection_limit_unit,procedural_blank_value,procedural_blank_unit,operation_conditions_json,sample_preparation_source,chemical_treatment_source,source_workbook,source_sheet,source_row,source_column,source_dataset_id,source_doi,source_url,source_license,source_file_sha1,source_file_sha256,source_citation,source_accessed_date,deposit_or_mine_status_verified,model_evidence_role,model_use_status,data_quality_flags_json
ECL4498-IN_SITU-C12-014-07-MGO,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,14,mineral,Grt,garnet group,group:garnet-group,MgO,major_oxide,magnesium oxide,curated_standard_chemical_name,"[""element:magnesium""]","[""element:magnesium""]",0.24,0.24,measured_numeric,,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India","[""accuracy better than 2%""]","[{""name"":""Sp-53 Alm"",""measured_value"":10.2305,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Di"",""measured_value"":18.73,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Ol"",""measured_value"":50.713,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Pl"",""measured_value"":0.0715,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""MAC Pl"",""measured_value"":0.0725,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""}]",false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,20,U,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
ECL4498-IN_SITU-C12-014-08-CAO,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,14,mineral,Grt,garnet group,group:garnet-group,CaO,major_oxide,calcium oxide,curated_standard_chemical_name,"[""element:calcium""]","[""element:calcium""]",0.7,0.7,measured_numeric,,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India","[""accuracy better than 2%""]","[{""name"":""Sp-53 Alm"",""measured_value"":4.4225,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Di"",""measured_value"":25.4735,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Ol"",""measured_value"":0,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Pl"",""measured_value"":11.7075,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""MAC Pl"",""measured_value"":12.3165,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""}]",false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,20,V,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
ECL4498-IN_SITU-C12-014-09-NA2O,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,14,mineral,Grt,garnet group,group:garnet-group,Na2O,major_oxide,sodium oxide,curated_standard_chemical_name,[],[],0.03,0.03,measured_numeric,,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India","[""accuracy better than 2%""]","[{""name"":""Sp-53 Alm"",""measured_value"":0.0195,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Pl"",""measured_value"":3.633,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""MAC Pl"",""measured_value"":2.0445,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""}]",false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,20,W,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
ECL4498-IN_SITU-C12-014-10-K2O,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,14,mineral,Grt,garnet group,group:garnet-group,K2O,major_oxide,potassium oxide,curated_standard_chemical_name,[],[],0,0,measured_numeric,,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India","[""accuracy better than 2%""]","[{""name"":""Sp-53 Pl"",""measured_value"":0.4215,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""MAC Pl"",""measured_value"":0.4035,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""}]",false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,20,X,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
ECL4498-IN_SITU-C12-014-11-P2O5,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,14,mineral,Grt,garnet group,group:garnet-group,P2O5,major_oxide,phosphorus pentoxide,curated_standard_chemical_name,"[""element:phosphorus""]","[""element:phosphorus""]",0.016,0.016,measured_numeric,,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India","[""accuracy better than 2%""]","[{""name"":""Sp-53 Pl"",""measured_value"":0.012,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""}]",false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,20,Y,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
ECL4498-IN_SITU-C12-014-12-F,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,14,mineral,Grt,garnet group,group:garnet-group,F,element,fluorine,ontology_canonical_element_name,"[""element:fluorine""]","[""element:fluorine""]",-,,source_dash,source_dash_not_quantified,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India",[],[],false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,20,Z,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
ECL4498-IN_SITU-C12-015-01-SIO2,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,15,mineral,Grt,garnet group,group:garnet-group,SiO2,major_oxide,silicon dioxide,curated_standard_chemical_name,"[""element:silicon""]","[""element:silicon""]",36.8,36.8,measured_numeric,,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India","[""accuracy better than 2%""]","[{""name"":""Sp-53 Alm"",""measured_value"":40.687,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Di"",""measured_value"":55.9995,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Ol"",""measured_value"":41.768,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Pl"",""measured_value"":55.4665,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""MAC Pl"",""measured_value"":52.9725,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""}]",false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,21,O,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
ECL4498-IN_SITU-C12-015-02-TIO2,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,15,mineral,Grt,garnet group,group:garnet-group,TiO2,major_oxide,titanium dioxide,curated_standard_chemical_name,"[""element:titanium""]","[""element:titanium""]",0.01,0.01,measured_numeric,,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India","[""accuracy better than 2%""]","[{""name"":""Sp-53 Alm"",""measured_value"":0.0585,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""}]",false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,21,P,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
ECL4498-IN_SITU-C12-015-03-AL2O3,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,15,mineral,Grt,garnet group,group:garnet-group,Al2O3,major_oxide,aluminium oxide (alumina),curated_standard_chemical_name,"[""element:aluminium""]","[""compound:alumina""]",19.6,19.6,measured_numeric,,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India","[""accuracy better than 2%""]","[{""name"":""Sp-53 Alm"",""measured_value"":21.781,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Di"",""measured_value"":0.048,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Ol"",""measured_value"":0,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Pl"",""measured_value"":27.688,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""MAC Pl"",""measured_value"":29.3755,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""}]",false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,21,Q,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
ECL4498-IN_SITU-C12-015-04-CR2O3,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,15,mineral,Grt,garnet group,group:garnet-group,Cr2O3,major_oxide,chromium(III) oxide,curated_standard_chemical_name,"[""element:chromium""]","[""element:chromium""]",0,0,measured_numeric,,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India","[""accuracy better than 2%""]","[{""name"":""Sp-53 Pl"",""measured_value"":0.0285,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""MAC Pl"",""measured_value"":0,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""}]",false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,21,R,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
ECL4498-IN_SITU-C12-015-05-FEO,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,15,mineral,Grt,garnet group,group:garnet-group,FeO,major_oxide,iron(II) oxide,curated_standard_chemical_name,"[""element:iron""]","[""element:iron""]",25.3,25.3,measured_numeric,,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India","[""accuracy better than 2%""]","[{""name"":""Sp-53 Alm"",""measured_value"":23.157,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Di"",""measured_value"":0.122,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Ol"",""measured_value"":7.509,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""MAC Pl"",""measured_value"":0.4785,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""}]",false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,21,S,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
ECL4498-IN_SITU-C12-015-06-MNO,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,15,mineral,Grt,garnet group,group:garnet-group,MnO,major_oxide,manganese(II) oxide,curated_standard_chemical_name,"[""element:manganese""]","[""element:manganese""]",14.3,14.3,measured_numeric,,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India","[""accuracy better than 2%""]","[{""name"":""Sp-53 Alm"",""measured_value"":0.5355,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""MAC Pl"",""measured_value"":0.029,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""}]",false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,21,T,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
ECL4498-IN_SITU-C12-015-07-MGO,ECL4498-SAMPLE-C12,C12,ECL4498-SITE-C6B15AB1AA,26.30345,90.37555,EPSG:4326,863ce0997ffffff,Assam,Dhubri,in_situ,15,mineral,Grt,garnet group,group:garnet-group,MgO,major_oxide,magnesium oxide,curated_standard_chemical_name,"[""element:magnesium""]","[""element:magnesium""]",0.18,0.18,measured_numeric,,wt%,wt.%,1,1,EMP,JEOL JXA 8530 Plus,"Physical Research Laboratory, India","[""accuracy better than 2%""]","[{""name"":""Sp-53 Alm"",""measured_value"":10.2305,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Di"",""measured_value"":18.73,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Ol"",""measured_value"":50.713,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""Sp-53 Pl"",""measured_value"":0.0715,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""},{""name"":""MAC Pl"",""measured_value"":0.0725,""reported_uncertainty_or_accuracy"":""accuracy better than 2%"",""reported_uncertainty_unit"":""wt.%"",""number_of_measurements"":""""}]",false,,,,,"{""accelerating_voltage"":""15keV"",""beam_current"":""15nA"",""beam_diameter"":""1mm""}",,,4498-2_Duttetal_2026_InsituAnalysis.xls,3 Data,21,U,SRC_EARTHCHEM_ECL_4498_DUTT_2026,10.60520/IEDA/114498,https://ecl.earthchem.org/view.php?id=4498,CC-BY-4.0,30abe32ae1a77e661342e5083abc98446b3918ef,8d49808ac091772966e7f7cac7280a1d0cd1fde0556bdb9f02fa05c72f7e3604,"Dutt, A.; Paul, D.; Goswami, V.; Ray, D.; Dash, J.K. (2026). Analytical data of Li-rich pegmatites and associated leucogranites of the Assam-Meghalaya Gneissic Complex, northeast India, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.60520/IEDA/114498",2026-09-10,false,independent_geochemical_context,excluded_from_v0.6_model_pending_spatial_validation,"[""source_beam_diameter_1mm_retained_verbatim""]"
